Policy_ID,Policyholder_Name,Age,Gender,Policy_Start_Date,Policy_End_Date,Vehicle_Make,Vehicle_Model,Vehicle_Year,Autonomy_Level,VIN,Coverage_Type,Annual_Premium,Deductible,Claim_History,Last_Claim_Date,Claim_Amount,Safety_Score,IoT_Monitoring,Policy_Status,Country
10143,Cynthia Olson,48,Female,13-08-2024,13-08-2025,Zoox,Autonomous,2020,Level 3,1HGCM82633A144858,Comprehensive,1364,339,1,9/1/24 0:00,2105,95,Yes,Active,Singapore
10144,Penny Mcdowell,58,Female,17-04-2024,17-04-2025,Nuro,R2,2022,Level 5,1HGCM82633A095618,Comprehensive,1214,435,0,N/A,0,93,Yes,Active,Singapore
10145,Amber Reeves,49,Male,11/1/24,11/1/25,Rivian,R1T,2022,Level 3,1HGCM82633A666179,Comprehensive,1402,507,2,28-06-2024 00:00,2954,91,No,Active,Singapore
10146,Gilbert Jenkins,27,Female,17-08-2024,17-08-2025,Nuro,R2,2021,Level 5,1HGCM82633A481552,Collision,1364,630,3,1/9/24 0:00,3936,83,Yes,Active,Singapore
10147,John Stone,39,Female,21-01-2024,21-01-2025,Waymo,RoboTaxi,2023,Level 3,1HGCM82633A342954,Collision,870,335,3,27-05-2024 00:00,3610,93,No,Active,Singapore
10148,Doris Reynolds,60,Male,21-09-2024,21-09-2025,Cruise,Origin,2020,Level 3,1HGCM82633A646352,Collision,944,484,0,N/A,0,79,Yes,Active,Singapore
10149,Louis Martin,67,Male,16-06-2024,16-06-2025,Nuro,R2,2019,Level 3,1HGCM82633A967116,Collision,1371,658,3,30-07-2024 00:00,4925,97,Yes,Active,Singapore
10150,Brenda Hernandez,55,Female,4/3/24,4/3/25,Cruise,Bolt,2019,Level 3,1HGCM82633A308275,Basic,1309,459,2,30-08-2024 00:00,2920,75,No,Active,Singapore
10151,Michelle Rogers,47,Female,16-02-2024,16-02-2025,Tesla,Model S,2021,Level 5,1HGCM82633A642585,Collision,1031,678,2,26-07-2024 00:00,3561,99,Yes,Active,Singapore
10152,Susan Rollins,39,Female,15-10-2024,15-10-2025,Waymo,Firefly,2022,Level 5,1HGCM82633A843656,Collision,1089,496,1,2/7/24 0:00,2489,87,No,Active,Singapore
10153,Traci Forbes,57,Female,7/2/24,7/2/25,Waymo,Firefly,2021,Level 5,1HGCM82633A220998,Collision,1242,442,2,11/2/24 0:00,3641,99,No,Active,Singapore
10154,Maria Harris,31,Female,7/9/24,7/9/25,Cruise,Bolt,2022,Level 3,1HGCM82633A981492,Collision,1049,680,1,25-05-2024 00:00,3384,90,Yes,Active,Singapore
10155,Andrew Wilson,32,Female,20-05-2024,20-05-2025,Rivian,R1S,2023,Level 4,1HGCM82633A751759,Comprehensive,1432,412,3,27-09-2024 00:00,4057,84,No,Active,Singapore
10156,John Rowe,39,Female,2/3/24,2/3/25,Nuro,R2,2019,Level 4,1HGCM82633A881820,Collision,1203,416,3,6/9/24 0:00,2199,93,Yes,Active,Singapore
10157,Sherry Holmes,51,Male,24-08-2024,24-08-2025,Cruise,Bolt,2021,Level 3,1HGCM82633A376409,Basic,985,657,2,22-02-2024 00:00,2115,82,Yes,Active,Singapore
10158,Carolyn Alexander,25,Female,21-01-2024,21-01-2025,Nuro,R2,2020,Level 3,1HGCM82633A619653,Comprehensive,1420,402,0,N/A,0,98,No,Active,Singapore
10159,Joy Castillo,37,Male,9/2/24,9/2/25,Nuro,Delivery,2019,Level 5,1HGCM82633A487867,Basic,1039,416,3,13-04-2024 00:00,3564,90,Yes,Active,Singapore
10160,Joshua Moore,52,Male,24-08-2024,24-08-2025,Rivian,R1T,2023,Level 4,1HGCM82633A271176,Basic,1396,477,2,7/8/24 0:00,3381,96,No,Active,Singapore
10161,Kristi Baker,66,Male,30-03-2024,30-03-2025,Nuro,R2,2021,Level 3,1HGCM82633A142512,Comprehensive,905,439,0,N/A,0,97,Yes,Active,Singapore
10162,Amy Wade,64,Male,15-08-2024,15-08-2025,Rivian,R1T,2023,Level 5,1HGCM82633A830068,Collision,1006,515,0,N/A,0,92,Yes,Active,Singapore
10163,Lindsay Klein,69,Female,11/2/24,11/2/25,Tesla,Cybertruck,2022,Level 4,1HGCM82633A785510,Basic,1265,580,2,3/4/24 0:00,2527,88,No,Active,Singapore
10164,Ryan Collins,49,Male,28-03-2024,28-03-2025,Nuro,Delivery,2020,Level 4,1HGCM82633A075851,Basic,1159,546,3,31-01-2024 00:00,2097,89,Yes,Active,Singapore
10165,Jay Stevenson,60,Female,28-05-2024,28-05-2025,Rivian,R1T,2022,Level 3,1HGCM82633A234375,Collision,1288,543,1,19-04-2024 00:00,2934,89,No,Active,Singapore
10166,Carl Osborne,48,Female,4/6/24,4/6/25,Nuro,R2,2023,Level 5,1HGCM82633A587355,Basic,992,453,0,N/A,0,76,Yes,Active,Singapore
10167,Ian Morales,46,Male,24-10-2024,24-10-2025,Cruise,Bolt,2022,Level 4,1HGCM82633A417417,Comprehensive,992,510,3,29-02-2024 00:00,2786,80,No,Active,Singapore
10168,David Lopez,28,Female,11/5/24,11/5/25,Zoox,Autonomous,2021,Level 3,1HGCM82633A731667,Comprehensive,1355,664,3,18-07-2024 00:00,2623,95,No,Active,Singapore
10169,Timothy Duarte,67,Male,28-08-2024,28-08-2025,Nuro,Delivery,2019,Level 3,1HGCM82633A368473,Collision,1418,462,1,2/5/24 0:00,2002,76,Yes,Active,Singapore
10170,April Ruiz,33,Male,2/6/24,2/6/25,Rivian,R1T,2019,Level 5,1HGCM82633A360906,Collision,1461,624,2,6/2/24 0:00,4797,85,No,Active,Singapore
10171,Nicholas White,68,Male,11/3/24,11/3/25,Waymo,RoboTaxi,2023,Level 4,1HGCM82633A503006,Comprehensive,1248,500,3,26-07-2024 00:00,4716,85,No,Active,Singapore
10172,Bruce Jacobs,29,Male,18-03-2024,18-03-2025,Waymo,Jaguar I-Pace,2020,Level 4,1HGCM82633A173089,Collision,1353,407,2,10/6/24 0:00,4884,76,Yes,Active,Singapore
10173,Christopher Young,50,Male,10/6/24,10/6/25,Tesla,Model Y,2023,Level 5,1HGCM82633A670636,Collision,1353,407,0,N/A,0,96,Yes,Active,Singapore
10174,Amanda Blevins,58,Female,12/1/24,12/1/25,Cruise,Origin,2023,Level 5,1HGCM82633A955572,Basic,880,609,3,19-08-2024 00:00,2062,81,No,Active,Singapore
10175,Darlene Garcia,64,Female,10/2/24,10/2/25,Cruise,Bolt,2019,Level 3,1HGCM82633A402926,Comprehensive,828,601,2,21-03-2024 00:00,2628,89,No,Active,Singapore
10176,Mary Harris,32,Female,16-07-2024,16-07-2025,Cruise,Bolt,2022,Level 4,1HGCM82633A818171,Comprehensive,1318,473,1,16-07-2024 00:00,4417,83,Yes,Active,Singapore
10177,Julie Gibson,27,Male,11/5/24,11/5/25,Cruise,Origin,2019,Level 5,1HGCM82633A264619,Collision,1245,463,3,15-07-2024 00:00,4986,75,Yes,Active,Singapore
10178,Rodney Hall,52,Male,6/4/24,6/4/25,Waymo,Jaguar I-Pace,2019,Level 5,1HGCM82633A576070,Collision,1053,316,2,2/8/24 0:00,3082,87,Yes,Active,Singapore
10179,Phillip Griffin,47,Female,15-06-2024,15-06-2025,Cruise,Bolt,2023,Level 5,1HGCM82633A347723,Basic,1146,563,0,N/A,0,80,No,Active,Singapore
10180,Ian Tucker,26,Female,27-02-2024,27-02-2025,Cruise,Bolt,2021,Level 3,1HGCM82633A813481,Comprehensive,1374,513,0,N/A,0,83,Yes,Active,Singapore
10181,Brittney Johnson,58,Male,29-08-2024,29-08-2025,Nuro,R2,2022,Level 3,1HGCM82633A276367,Comprehensive,1028,477,0,N/A,0,92,Yes,Active,Singapore
10182,James Cobb,36,Male,26-10-2024,26-10-2025,Rivian,R1T,2023,Level 5,1HGCM82633A583528,Comprehensive,1249,478,1,29-07-2024 00:00,3102,98,No,Active,Singapore
10183,Linda Hamilton,60,Male,3/9/24,3/9/25,Waymo,RoboTaxi,2021,Level 3,1HGCM82633A979397,Collision,1374,640,0,N/A,0,77,No,Active,Singapore
10184,John Munoz,44,Female,3/5/24,3/5/25,Tesla,Model S,2023,Level 3,1HGCM82633A830002,Collision,917,385,2,4/4/24 0:00,2824,91,No,Active,Singapore
10185,Michael Walker,53,Male,22-09-2024,22-09-2025,Rivian,R1S,2019,Level 3,1HGCM82633A186457,Comprehensive,1274,465,1,23-09-2024 00:00,3214,82,No,Active,Singapore
10186,Jaime Bridges,68,Female,5/10/24,5/10/25,Tesla,Model S,2019,Level 5,1HGCM82633A767571,Collision,878,638,2,26-02-2024 00:00,3298,92,No,Active,Singapore
10187,Brian Moore,28,Male,2/6/24,2/6/25,Zoox,Autonomous,2021,Level 5,1HGCM82633A783500,Basic,1197,514,2,6/6/24 0:00,4385,82,No,Active,Singapore
10188,Scott Richards,45,Female,8/6/24,8/6/25,Rivian,R1T,2022,Level 4,1HGCM82633A830287,Basic,1333,326,1,29-04-2024 00:00,4892,100,No,Active,Singapore
10189,Joshua Miller,49,Male,10/10/24,10/10/25,Waymo,Jaguar I-Pace,2021,Level 3,1HGCM82633A703695,Basic,931,524,0,N/A,0,99,No,Active,Singapore
10190,Patrick Saunders,58,Female,2/4/24,2/4/25,Tesla,Cybertruck,2020,Level 4,1HGCM82633A909852,Collision,1074,506,3,29-06-2024 00:00,3928,97,Yes,Active,Singapore
10191,Kevin Ramirez,35,Female,26-03-2024,26-03-2025,Waymo,Jaguar I-Pace,2020,Level 3,1HGCM82633A668539,Collision,948,395,2,12/4/24 0:00,4228,75,Yes,Active,Singapore
10192,Amanda Stewart,39,Female,14-08-2024,14-08-2025,Zoox,Autonomous,2020,Level 5,1HGCM82633A971876,Basic,1395,648,1,4/5/24 0:00,3015,91,No,Active,Singapore
10193,Shane Wilson,70,Male,23-08-2024,23-08-2025,Zoox,Autonomous,2020,Level 3,1HGCM82633A220163,Collision,971,495,3,13-01-2024 00:00,2870,87,No,Active,Singapore
10194,Deborah Wilson,31,Male,23-04-2024,23-04-2025,Tesla,Cybertruck,2019,Level 3,1HGCM82633A593880,Basic,1048,681,3,11/5/24 0:00,3844,96,No,Active,Singapore
10195,Alexis Odonnell,51,Female,9/1/24,9/1/25,Zoox,Autonomous,2021,Level 5,1HGCM82633A452519,Basic,961,600,1,5/8/24 0:00,2859,76,Yes,Active,Singapore
10196,Richard Jones,57,Male,9/8/24,9/8/25,Zoox,Autonomous,2020,Level 4,1HGCM82633A181927,Comprehensive,1477,368,2,14-01-2024 00:00,2055,94,Yes,Active,Singapore
10197,Rachael Reed,47,Female,4/8/24,4/8/25,Cruise,Origin,2023,Level 5,1HGCM82633A323639,Comprehensive,1059,368,0,N/A,0,90,Yes,Active,Singapore
10198,Jessica Moore,63,Female,6/10/24,6/10/25,Cruise,Origin,2021,Level 4,1HGCM82633A583375,Basic,1286,451,2,19-02-2024 00:00,3429,95,No,Active,Singapore
10199,Matthew Hammond,50,Female,2/2/24,2/2/25,Zoox,Autonomous,2023,Level 3,1HGCM82633A545019,Basic,1241,410,2,6/1/24 0:00,4106,80,Yes,Active,Singapore
10200,Brian Joseph,63,Female,19-03-2024,19-03-2025,Cruise,Origin,2022,Level 4,1HGCM82633A885716,Collision,1466,569,0,N/A,0,100,Yes,Active,Singapore
10201,Sandra Martinez,41,Female,18-08-2024,18-08-2025,Zoox,Autonomous,2019,Level 3,1HGCM82633A752436,Comprehensive,905,431,0,N/A,0,81,Yes,Active,Singapore
10202,Donna Johnson,64,Male,4/1/24,4/1/25,Zoox,Autonomous,2023,Level 4,1HGCM82633A415584,Basic,1490,636,0,N/A,0,75,Yes,Active,Singapore
10203,Michael Atkinson,44,Male,25-09-2024,25-09-2025,Rivian,R1S,2021,Level 4,1HGCM82633A824906,Basic,1396,521,0,N/A,0,97,Yes,Active,Singapore
10204,Kevin King,36,Male,1/5/24,1/5/25,Nuro,Delivery,2021,Level 5,1HGCM82633A877165,Basic,1193,400,2,6/3/24 0:00,2755,100,Yes,Active,Singapore
10205,Crystal Morton,56,Male,29-05-2024,29-05-2025,Nuro,Delivery,2023,Level 5,1HGCM82633A031412,Basic,802,327,3,19-02-2024 00:00,4475,76,Yes,Active,Singapore
10206,Alexis Molina,57,Male,23-07-2024,23-07-2025,Rivian,R1S,2021,Level 5,1HGCM82633A618374,Comprehensive,1433,396,0,N/A,0,85,Yes,Active,Singapore
10207,Jeffrey Terry,45,Female,23-01-2024,23-01-2025,Rivian,R1S,2023,Level 4,1HGCM82633A285332,Collision,1461,339,3,26-03-2024 00:00,2653,78,No,Active,Singapore
10208,Rachel Lopez,60,Female,7/4/24,7/4/25,Nuro,Delivery,2022,Level 5,1HGCM82633A802362,Basic,1422,514,1,4/4/24 0:00,4810,96,Yes,Active,Singapore
10209,Betty Whitaker,62,Male,21-09-2024,21-09-2025,Waymo,Firefly,2022,Level 4,1HGCM82633A238407,Comprehensive,902,650,3,18-03-2024 00:00,3074,83,Yes,Active,Singapore
10210,Christopher Wagner,65,Female,23-03-2024,23-03-2025,Nuro,R2,2019,Level 3,1HGCM82633A688712,Comprehensive,815,697,1,3/2/24 0:00,2503,88,No,Active,Singapore
10211,Stephanie English,55,Male,5/1/24,5/1/25,Cruise,Bolt,2019,Level 5,1HGCM82633A367465,Collision,1459,596,1,14-09-2024 00:00,2199,81,No,Active,Singapore
10212,Nicholas Stafford,26,Male,2/3/24,2/3/25,Nuro,Delivery,2020,Level 5,1HGCM82633A933008,Comprehensive,1104,508,3,27-01-2024 00:00,4237,76,No,Active,Singapore
10213,Danielle Mckinney,59,Male,22-10-2024,22-10-2025,Nuro,R2,2020,Level 5,1HGCM82633A298409,Basic,891,595,3,27-02-2024 00:00,3178,83,No,Active,Singapore
10214,Hunter Gallegos,38,Female,25-04-2024,25-04-2025,Zoox,Autonomous,2019,Level 5,1HGCM82633A842073,Basic,810,627,2,24-08-2024 00:00,2632,99,Yes,Active,Singapore
10215,John Alexander,57,Male,3/7/24,3/7/25,Tesla,Model 3,2019,Level 5,1HGCM82633A455966,Collision,948,469,0,N/A,0,77,No,Active,Singapore
10216,Melissa Mason,38,Female,18-09-2024,18-09-2025,Rivian,R1S,2022,Level 4,1HGCM82633A933634,Comprehensive,1339,343,0,N/A,0,85,No,Active,Singapore
10217,Katrina Morton,49,Female,19-07-2024,19-07-2025,Nuro,Delivery,2023,Level 4,1HGCM82633A887546,Comprehensive,875,412,1,27-04-2024 00:00,4638,87,No,Active,Singapore
10218,Matthew Williams,34,Male,10/10/24,10/10/25,Waymo,Jaguar I-Pace,2019,Level 4,1HGCM82633A347103,Comprehensive,1378,359,0,N/A,0,91,No,Active,Singapore
10219,Savannah Werner,61,Female,1/1/24,1/1/25,Cruise,Origin,2022,Level 5,1HGCM82633A329259,Collision,1485,618,3,13-04-2024 00:00,4098,86,Yes,Active,Singapore
10220,William Smith,57,Male,23-08-2024,23-08-2025,Zoox,Autonomous,2021,Level 4,1HGCM82633A243675,Comprehensive,807,427,0,N/A,0,90,Yes,Active,Singapore
10221,Anita Reynolds,48,Female,14-02-2024,14-02-2025,Nuro,R2,2023,Level 3,1HGCM82633A020984,Comprehensive,1319,357,0,N/A,0,93,No,Active,Singapore
10222,Daniel Mccall,27,Female,17-03-2024,17-03-2025,Waymo,RoboTaxi,2021,Level 4,1HGCM82633A522729,Collision,1229,300,1,17-08-2024 00:00,4680,95,No,Active,Singapore
10223,Laurie Shepard,47,Male,29-03-2024,29-03-2025,Tesla,Model Y,2023,Level 5,1HGCM82633A006902,Basic,1194,656,2,14-07-2024 00:00,4805,93,No,Active,Singapore
10224,Eric Schultz,38,Male,31-08-2024,31-08-2025,Zoox,Autonomous,2023,Level 5,1HGCM82633A930525,Comprehensive,977,613,3,12/9/24 0:00,3291,93,No,Active,Singapore
10225,Katelyn Olson,52,Male,8/5/24,8/5/25,Nuro,Delivery,2022,Level 3,1HGCM82633A417218,Collision,1190,451,1,10/4/24 0:00,2865,83,Yes,Active,Singapore
10226,Jennifer West,59,Female,17-09-2024,17-09-2025,Rivian,R1T,2023,Level 4,1HGCM82633A296219,Comprehensive,1448,374,2,13-02-2024 00:00,2997,79,No,Active,Singapore
10227,Nicole Olson,60,Male,23-09-2024,23-09-2025,Nuro,R2,2022,Level 4,1HGCM82633A164415,Basic,985,607,2,16-07-2024 00:00,4479,82,Yes,Active,Singapore
10228,Rebecca Smith,59,Female,24-08-2024,24-08-2025,Waymo,RoboTaxi,2022,Level 4,1HGCM82633A021667,Comprehensive,1006,481,3,11/1/24 0:00,3291,98,Yes,Active,Singapore
10229,Robert Miller,27,Male,1/6/24,1/6/25,Waymo,Firefly,2020,Level 5,1HGCM82633A930360,Collision,882,428,2,19-01-2024 00:00,4820,90,No,Active,Singapore
10230,Jennifer Castro,45,Female,30-09-2024,30-09-2025,Tesla,Model S,2019,Level 4,1HGCM82633A466807,Basic,1072,614,3,29-07-2024 00:00,3265,92,No,Active,Singapore
10231,Todd Martinez,55,Female,21-03-2024,21-03-2025,Waymo,Firefly,2019,Level 5,1HGCM82633A921974,Basic,1443,346,0,N/A,0,96,No,Active,Singapore
10232,Daniel Cohen,63,Male,4/9/24,4/9/25,Nuro,R2,2019,Level 3,1HGCM82633A081042,Basic,1119,346,3,24-02-2024 00:00,4907,79,Yes,Active,Singapore
10233,Katie Mays,42,Female,14-02-2024,14-02-2025,Waymo,Jaguar I-Pace,2023,Level 3,1HGCM82633A505259,Basic,933,416,2,18-10-2024 00:00,4031,100,No,Active,Singapore
10234,Jake King,34,Female,8/5/24,8/5/25,Waymo,Jaguar I-Pace,2020,Level 5,1HGCM82633A778811,Collision,986,401,0,N/A,0,86,No,Active,Singapore
10235,James Powell,68,Male,5/7/24,5/7/25,Zoox,Autonomous,2019,Level 5,1HGCM82633A868132,Comprehensive,1432,653,2,7/9/24 0:00,4454,98,Yes,Active,Singapore
10236,Shannon Edwards,25,Male,28-01-2024,28-01-2025,Waymo,Firefly,2023,Level 5,1HGCM82633A220691,Basic,1228,365,1,14-09-2024 00:00,3986,92,Yes,Active,Singapore
10237,Derek Turner,57,Female,15-09-2024,15-09-2025,Waymo,Firefly,2020,Level 4,1HGCM82633A769597,Collision,1480,526,1,18-07-2024 00:00,4658,95,No,Active,Singapore
10238,Richard Johnson,68,Male,29-05-2024,29-05-2025,Tesla,Model 3,2022,Level 4,1HGCM82633A558039,Collision,1351,601,2,30-01-2024 00:00,2892,84,No,Active,Singapore
10239,Jacob Wang,29,Male,4/4/24,4/4/25,Rivian,R1T,2023,Level 5,1HGCM82633A808810,Basic,1329,370,3,9/8/24 0:00,2590,88,No,Active,Singapore
10240,Tommy White,59,Male,14-04-2024,14-04-2025,Waymo,Firefly,2019,Level 4,1HGCM82633A776037,Collision,1134,492,0,N/A,0,86,No,Active,Singapore
10241,Stacy Vega,49,Male,8/10/24,8/10/25,Zoox,Autonomous,2019,Level 4,1HGCM82633A207826,Comprehensive,1254,564,3,27-09-2024 00:00,2860,89,Yes,Active,Singapore
10242,Shawn Webb,50,Male,11/1/24,11/1/25,Tesla,Cybertruck,2022,Level 3,1HGCM82633A799297,Comprehensive,1489,538,1,2/5/24 0:00,2132,81,Yes,Active,Singapore
10243,Veronica Bradley,40,Male,1/9/24,1/9/25,Nuro,Delivery,2022,Level 3,1HGCM82633A286635,Comprehensive,1017,569,1,27-05-2024 00:00,2894,90,Yes,Active,Singapore
10244,Daniel Estes,37,Male,27-07-2024,27-07-2025,Nuro,R2,2023,Level 3,1HGCM82633A957395,Comprehensive,1390,566,3,30-08-2024 00:00,4460,87,No,Active,Singapore
10245,Erica Thomas,68,Female,22-10-2024,22-10-2025,Zoox,Autonomous,2021,Level 4,1HGCM82633A482891,Basic,1459,317,1,22-06-2024 00:00,3804,81,Yes,Active,Singapore
10246,Michael Burke,25,Male,23-08-2024,23-08-2025,Waymo,RoboTaxi,2022,Level 3,1HGCM82633A318734,Comprehensive,1082,632,2,31-05-2024 00:00,3606,85,No,Active,Singapore
10247,Dale Anthony,67,Male,2/5/24,2/5/25,Nuro,R2,2022,Level 4,1HGCM82633A003392,Comprehensive,1436,634,0,N/A,0,82,Yes,Active,Singapore
10248,Judy King,51,Male,21-04-2024,21-04-2025,Tesla,Model Y,2021,Level 3,1HGCM82633A765601,Comprehensive,1448,489,1,23-01-2024 00:00,2474,91,No,Active,Singapore
10249,Christopher Adams,45,Male,6/10/24,6/10/25,Cruise,Bolt,2020,Level 4,1HGCM82633A874867,Comprehensive,1234,633,3,25-05-2024 00:00,3616,76,Yes,Active,Singapore
10250,Michael Barber,53,Male,31-08-2024,31-08-2025,Cruise,Bolt,2023,Level 3,1HGCM82633A180985,Comprehensive,1301,479,1,11/10/24 0:00,4397,79,No,Active,Singapore
10251,Wendy Santana,41,Male,1/4/24,1/4/25,Tesla,Model X,2020,Level 4,1HGCM82633A001419,Comprehensive,1233,391,0,N/A,0,84,No,Active,Singapore
10252,Michelle Barton,61,Male,11/8/24,11/8/25,Zoox,Autonomous,2019,Level 3,1HGCM82633A983442,Collision,1051,566,0,N/A,0,75,Yes,Active,Singapore
10253,Leslie Perez,54,Female,20-02-2024,20-02-2025,Zoox,Autonomous,2023,Level 4,1HGCM82633A347429,Basic,1043,620,0,N/A,0,96,Yes,Active,Singapore
10254,Blake Villanueva,56,Male,14-09-2024,14-09-2025,Tesla,Model X,2020,Level 5,1HGCM82633A623905,Comprehensive,1491,692,1,27-07-2024 00:00,4608,79,Yes,Active,Singapore
10255,Megan Campos,29,Male,14-10-2024,14-10-2025,Cruise,Bolt,2021,Level 5,1HGCM82633A419493,Collision,1391,699,2,2/1/24 0:00,4368,88,Yes,Active,Singapore
10256,Samantha Yang,70,Male,19-09-2024,19-09-2025,Waymo,RoboTaxi,2019,Level 4,1HGCM82633A062278,Collision,1060,626,3,16-01-2024 00:00,3599,75,No,Active,Singapore
10257,Tiffany Santiago,66,Male,26-06-2024,26-06-2025,Waymo,Jaguar I-Pace,2023,Level 5,1HGCM82633A573431,Basic,1053,567,1,15-05-2024 00:00,3855,85,Yes,Active,Singapore
10258,Harold Chapman IV,41,Female,20-04-2024,20-04-2025,Nuro,R2,2021,Level 5,1HGCM82633A861261,Comprehensive,1471,573,3,17-08-2024 00:00,2820,84,Yes,Active,Singapore
10259,Anna Phelps,53,Female,4/10/24,4/10/25,Waymo,Firefly,2021,Level 4,1HGCM82633A726483,Basic,1176,374,3,22-10-2024 00:00,2107,87,No,Active,Singapore
10260,Nancy Baker,28,Female,7/5/24,7/5/25,Nuro,Delivery,2022,Level 5,1HGCM82633A680566,Comprehensive,1329,399,1,1/8/24 0:00,2030,83,Yes,Active,Singapore
10261,Michael Weaver,49,Female,29-02-2024,28-02-2025,Waymo,RoboTaxi,2022,Level 4,1HGCM82633A049789,Comprehensive,1213,367,3,10/6/24 0:00,3098,80,Yes,Active,Singapore
10262,Dalton Fritz,38,Female,7/2/24,7/2/25,Cruise,Bolt,2019,Level 4,1HGCM82633A861872,Collision,1130,618,1,13-01-2024 00:00,3353,88,Yes,Active,Singapore
10263,David George,66,Male,6/6/24,6/6/25,Waymo,RoboTaxi,2022,Level 4,1HGCM82633A183833,Basic,1162,518,3,9/7/24 0:00,3679,86,Yes,Active,Singapore
10264,Tim Garcia,30,Female,20-02-2024,20-02-2025,Waymo,Jaguar I-Pace,2019,Level 5,1HGCM82633A938989,Comprehensive,1195,635,3,16-06-2024 00:00,2972,87,Yes,Active,Singapore
10265,Sharon Durham,51,Male,18-09-2024,18-09-2025,Zoox,Autonomous,2023,Level 3,1HGCM82633A790553,Collision,1085,569,0,N/A,0,92,No,Active,Singapore
10266,Amanda Gonzalez,25,Male,24-03-2024,24-03-2025,Tesla,Model S,2021,Level 4,1HGCM82633A830237,Collision,1003,424,2,2/7/24 0:00,4742,93,No,Active,Singapore
10267,Donald Banks,41,Male,1/6/24,1/6/25,Rivian,R1S,2019,Level 3,1HGCM82633A541917,Basic,909,468,1,23-05-2024 00:00,3279,92,Yes,Active,Singapore
10268,Martha Hall,57,Female,22-02-2024,22-02-2025,Tesla,Model S,2023,Level 5,1HGCM82633A630742,Collision,862,425,0,N/A,0,96,Yes,Active,Singapore
10269,Madeline Stevenson,53,Male,26-02-2024,26-02-2025,Waymo,RoboTaxi,2021,Level 5,1HGCM82633A185515,Basic,1250,660,0,N/A,0,92,No,Active,Singapore
10270,Sarah Gonzalez,26,Male,24-04-2024,24-04-2025,Tesla,Model 3,2019,Level 5,1HGCM82633A866602,Collision,1013,431,3,20-06-2024 00:00,2940,89,No,Active,Singapore
10271,Mark Moore,36,Female,14-03-2024,14-03-2025,Zoox,Autonomous,2023,Level 4,1HGCM82633A975292,Comprehensive,1039,445,2,10/8/24 0:00,4101,85,No,Active,Singapore
10272,Patrick Wilson,65,Female,2/3/24,2/3/25,Zoox,Autonomous,2021,Level 4,1HGCM82633A278620,Basic,990,413,3,26-04-2024 00:00,3325,95,Yes,Active,Singapore
10273,Laura Fleming,48,Female,8/9/24,8/9/25,Nuro,Delivery,2020,Level 3,1HGCM82633A117380,Basic,1270,673,1,12/1/24 0:00,2809,87,No,Active,Singapore
10274,Melinda Lawrence,60,Male,29-06-2024,29-06-2025,Tesla,Model Y,2022,Level 4,1HGCM82633A494862,Collision,1176,306,1,2/4/24 0:00,4322,81,Yes,Active,Singapore
10275,Meghan Perkins,56,Male,9/10/24,9/10/25,Zoox,Autonomous,2023,Level 5,1HGCM82633A827303,Comprehensive,1367,507,2,25-02-2024 00:00,2851,77,No,Active,Singapore
10276,Megan Wiggins,26,Female,4/9/24,4/9/25,Zoox,Autonomous,2019,Level 3,1HGCM82633A299211,Comprehensive,1102,691,3,18-04-2024 00:00,3838,97,No,Active,Singapore
10277,Marcus Ray,29,Male,10/4/24,10/4/25,Tesla,Model 3,2022,Level 5,1HGCM82633A960127,Collision,1190,700,1,23-01-2024 00:00,3159,90,No,Active,Singapore
10278,David Russell,60,Male,9/1/24,9/1/25,Zoox,Autonomous,2021,Level 5,1HGCM82633A433192,Collision,957,504,3,6/4/24 0:00,3617,97,No,Active,Singapore
10279,Christy Flores,55,Female,5/1/24,5/1/25,Cruise,Origin,2023,Level 5,1HGCM82633A469882,Basic,1154,319,3,3/10/24 0:00,3798,89,No,Active,Singapore
10280,Keith Ferguson,29,Male,30-05-2024,30-05-2025,Cruise,Bolt,2022,Level 3,1HGCM82633A341743,Comprehensive,1146,379,1,8/9/24 0:00,4036,77,Yes,Active,Singapore
10281,Reginald Miller,36,Male,26-02-2024,26-02-2025,Waymo,Firefly,2020,Level 3,1HGCM82633A706704,Comprehensive,1332,647,3,17-07-2024 00:00,4765,88,Yes,Active,Singapore
10282,Jessica Carr,43,Female,8/8/24,8/8/25,Rivian,R1S,2023,Level 3,1HGCM82633A832041,Basic,1290,380,0,N/A,0,96,Yes,Active,Singapore
10283,Michelle Gonzalez,55,Female,1/7/24,1/7/25,Zoox,Autonomous,2021,Level 4,1HGCM82633A486297,Basic,1400,436,2,14-04-2024 00:00,3889,77,Yes,Active,Singapore
10284,Carolyn Smith,66,Female,11/5/24,11/5/25,Waymo,RoboTaxi,2021,Level 5,1HGCM82633A410645,Basic,1186,334,3,29-08-2024 00:00,2165,76,Yes,Active,Singapore
10285,Cheryl Jenkins,48,Male,19-02-2024,19-02-2025,Cruise,Origin,2019,Level 3,1HGCM82633A135772,Basic,1439,322,1,23-09-2024 00:00,4432,80,No,Active,Singapore
10286,Jessica Graham,66,Male,21-05-2024,21-05-2025,Nuro,R2,2019,Level 5,1HGCM82633A911872,Comprehensive,938,352,0,N/A,0,97,Yes,Active,Singapore
10287,Travis Warren,63,Male,29-09-2024,29-09-2025,Waymo,Jaguar I-Pace,2022,Level 4,1HGCM82633A673616,Basic,917,542,3,23-01-2024 00:00,4053,98,Yes,Active,Singapore
